"","new_col"
"846","8EGM1,7EGQ1,4EGX0,11LR0,12HX0,13BN0,7EGQ0,3DMW0,3BHM0,3BEO0,13BG0"
"847","8EGP0,11LV0,4EHJ0,4EHJ0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"848","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGY0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"849","8EGQ0,11LV0,4EHJ0,4EHJ0,12JN0,7EHI1,1BD0,6EGQ0,4EHJ0,6EGQ0,6EGQ0"
"850","8EGR1,7EGT0,11LR0,4EGQ0,7EGT1,4EGQ0,13CT0,11JV0,2EGQ0,8EGR1,9EGQ0,4EGQ0"
"851","8EGR1,7EGN0,11LR0,4EHJ1,1BR1,7EGN1,1DY0,12HV0,14EIQ1,4EHJ0,14EIQ0,3ANY0,2EGQ0,3AFI1,2EGQ0,7EGN1,1CQ0,7EGN1,1CG0"
"852","8EGM1,7EGT0,11LR0,4EGX1,1BR0,14EIQ0,1AZ1,12HV0,2EGQ0,9EGQ1,3NY1,3AFU1,3AGJ1,14EIQ1,3DGV0,3CDY1,2EGQ0,3CNT1,1BL0,3DFT1,7EGT0"
"853","8EGM1,7EGT0,11LR0,4EGX1,1BR1,7EGT1,1DY0,12HV0,14EIQ1,4EGX0,14EIQ0,3ANY1,13CI0,8EGM0,13BT1,2EGQ0,1CO0,3APW1,3BFM1,3BIW1,9EGQ0,13BW1,1BT0,3CJM1,3CKT1"
"854","8EGM1,7EGQ1,4EGY1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGQ1,13AN1,1CE1,2EGQ1,14EIQ1,3DQR0,3ADZ1,9EGQ1,13BW1,1CI1"
"855","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGY0,12IX0,14EIQ0,13BZ1,2EGQ0,7EGY1,1CO0,4EHJ0,3BPZ0"
"856","8EGN0,11LV0,4EGP0,4EGP0,12JN0,7EGV0,12IX0,14EGZ0,13BZ0,3MO1,6EGP0,1DI0,6EGP0,1BZ0"
"857","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGT0,12IX0,14EIQ0,13BZ1,2EGQ0,7EGT0,6EGM0,13CE1,4EGX0"
"858","8EGM1,7EGU0,11LR0,4EGZ0,7EGU0,13CT0"
"859","8EGR1,7EGN0,11LR0,4EGX1,1BR0,14EHU0,1AZ0,4EGX0,13EI0,14EHU0,9EGQ0,3QW1,13CD0,2EGQ0,3BCP1"
"860","8EGM1,7EGT0,11LR0,4EGN0,7EGT1,4EGN0,13CT0,11JV1,1BM1"
"861","8EGM1,7EGP0,11LR0,4EGX1,1BR1,7EGP1,1DY0,12HV0,14EIQ1,4EGX0,14EIQ0,3ANY1,13CI1,4EGX0,2EGQ1,13ET1,2EGQ1"
"862","8EGN0,11LV0,4EGY0,4EGY1,1BD1,7EGW0,7EGW1,2EGQ0,3DKS0,12IZ0,3CRU0,3CQX0,11LQ0,1CM1,1CS0,3BCR0,10EGM0"
"863","8EGM1,7EGW1,4EHI1,11LR0,12HV1,14EIQ1,1BC1,1EF0,4EHI1"
"864","8EGM1,7EGP0,11LR0,4EGX1,1BR0,14EIQ0,1AZ1,12HV0,2EGQ0,9EGQ1,3NY1,3AFU1,3AGJ1,14EIQ1,3DGV0,3CDY0,7EGP0,3AHR1,1BJ1,3BKL0,4EGX0"
"865","8EGN0,11LV0,4EGV0,4EGV1,1BD1,7EGY1,1CG0,3DNW0,9EGQ0,13CK0,3AMN0,3AHO1,10EGN1"
"866","8EGQ0,11LV0,4EGT0,4EGT0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI0,6EGM0,1BZ0"
"867","8EGM1,7EGT0,11LR0,4EGX1,1BR0,14EIQ0,1AZ1,12HV0,2EGQ0,9EGO0,7EGT0"
"868","8EGM1,7EGQ1,4EGX0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ0,14EIQ1,4EGX0,7EGQ0,3BGN1,2EGR1,13CJ0"
"869","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGU0,12IX0,14EIQ0,13BZ1,2EGQ0,7EGU0,6EGQ0,13CE1,4EGX0"
"870","8EGM1,7EGT0,11LR0,4EGX1,1BR0,14EIQ0,1AZ0,4EGX0,13EI0,14EIQ0,9EGQ0,3QW1,13CD0,2EGQ0,3BCP1"
"871","8EGQ0,11LV0,4EHJ0,4EHJ0,12JN0,7EGQ1,1BD1,14EIQ0,13CK0,3QU1,4EHJ1,1DG1,4EHJ0,1DM0,8EGQ0"
"872","8EGQ0,11LV0,4EHJ0,4EHJ0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI0,6EGM0,1BZ0"
"873","8EGR1,7EGQ1,4EGV1,11LR0,12HV1,14EIQ1,1BC1,1EF0,4EGV1"
"874","8EGQ0,11LV0,4EHJ0,4EHJ0,12JN0,7EGP1,1BD1,14EIQ0,13CK0,3QU1,4EHJ1,1DG0,13BW0"
"875","8EGQ0,11LV0,4EHJ0,4EHJ0,12JN0,7EGR0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI0,6EGM0,1BZ1,1CE1"
"876","8EGR1,7EGW1,4EGX0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ0,14EIQ1,4EGX0,7EGW1,3BDI1,2EGT1,7EGW1"
"877","8EGM1,7EGQ1,4EGY1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGQ1,13AN1,1CE1,2EGQ1,14EIQ1,3DQR0,3ADZ1,9EGQ1,13BW1,1CI0,13CQ0"
"878","8EGQ0,11LV0,4EGR0,4EGR0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGS0,1DI0,6EGS0,1BZ1,1CE1"
"879","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"880","8EGM1,7EGQ1,4EHJ0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ0,14EIQ1,4EHJ1,13DY0,3CUZ0,2EGQ1,9EGQ1,7EGQ0,13DE0,13CI0,7EGQ0,2EGQ1,3BFZ0,1DJ0"
"881","8EGM1,7EGY1,4EHJ0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ0,14EIQ1,4EHJ1,13DY1"
"882","8EGN0,11LV0,4EGM0,4EGM0,12JN0,7EHI1,1BD1,14EIQ0,13CK0,3QU1,4EGM1,1DG0,13BW1,6EGM0,12HI0,1CG0,8EGN0,7EHI0"
"883","8EGM1,7EGQ1,4EGV1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGQ1,13AN1,1CE0,4EGV0,13DO0,13CN0,3BHV0,3ALR1"
"884","8EGM1,7EGQ1,4EGT1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGQ1,13AN1,1CE1,2EGQ1,14EIQ1,3DQR0,3ADZ1,9EGQ1,13BW1,1CI0,13CQ0"
"885","8EGM1,7EGW1,4EHJ0,11LR0,12HX0,13BN1,1BF0,7EGW1,4EHJ0,3DSZ0,9EGQ0,11HL0,13BU1,13CQ0"
"886","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGT0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI0,6EGM0,1BZ0"
"887","8EGM1,7EGP0,11LR0,4EGV1,1BR0,14EHU0,1AZ1,12HV0,2EGQ0,9EGQ1,3NY1,3AFU1,3AGJ1,14EHU1,3DGV1,7EGP0,4EGV0,3EFS0,7EGP0"
"888","8EGQ0,11LV0,4EGM0,4EGM0,12JN0,7EGQ1,1BD1,14EIQ0,13CK0,3QU1,4EGM1,1DG0,13BW1,6EGM0,12HI0,1CG0,8EGQ1,4EGM1,1CD0,1BP1"
"889","8EGM1,7EHI0,11LR0,4EGX1,1BR0,14EIQ0,1AZ0,4EGX0,13EI0,14EIQ0,9EGQ0,3QW1,13CD0,2EGQ0,3BCP0,3BCI0,7EHI0"
"890","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"891","8EGM1,7EGY1,4EHJ0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ0,14EIQ1,4EHJ1,13DY0,3CUZ1,3DJY1,3DQV1,1CZ0,1BH1,2EGR1"
"892","8EGM1,7EGP0,11LR0,4EGX1,1BR1,7EGP1,1DY0,12HV0,14EIQ1,4EGX0,14EIQ0,3ANY1,13CI0,8EGM0,13BT0,2EGS0,7EGP0,4EGX0"
"893","8EGM1,7EGQ1,4EGV1,11LR0,12HV0,14EHN1,1BJ1,1EH0,11LN0,12HM0,7EGQ1,13AN1,1CE1,2EGQ1,14EHN0,1CN1"
"894","8EGM1,7EGP0,11LR0,4EGX1,1BR0,14EIQ0,1AZ1,12HV0,2EGQ0,9EGQ1,3NY1,3AFU1,3AGJ1,14EIQ1,3DGV0,3CDY1,2EGQ0,3CNT0,7EGP0,1BL1,1BP0,7EGP1,3CGU1"
"895","8EGN0,11LV0,4EGV0,4EGV1,1BD0,12IO0,13FS0,6EGQ0,3DIO0,3UW1,1AZ0"
"896","8EGN0,11LV0,4EGV0,4EGV1,1BD1,7EGQ1,1CG1,13BW1,12HK1"
"897","8EGM1,7EGP0,11LR0,4EGX1,1BR1,7EGP1,1DY0,12HV0,14EIQ1,4EGX0,14EIQ0,3ANY1,13CI0,8EGM0,13BT1,2EGQ0,1CO0,3APW1,3BFM1,3BIW1,9EGQ0,13BW1,1BT0,3CJM0"
"898","8EGQ0,11LV0,4EGX0,4EGX0,12JN0,7EHI1,1BD1,14EIQ0,13CK1,1CQ0,6EGQ0,4EGX0,7EHI0,1BF1,3DNS0"
"899","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGY0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"900","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGQ1,1BD0,6EGQ0,4EHJ0,6EGQ0,6EGQ0"
"901","8EGM1,7EGW1,4EGY1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGW0,4EGY0,14EIQ1,3ANV1,3DWZ0,3BEX1,1BT1,13CW0,2EGT0,1CT0,4EGY1,3CHV0,1CF0,1BZ0"
"902","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGS0,1DI1,3NS1,7EGU0,3DRX0"
"903","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGS0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI0,6EGM0,1BZ0"
"904","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGN0,12IX0,14EIQ0,13BZ1,2EGQ0,7EGN0,6EGQ0,13CE1,4EGX0"
"905","8EGN0,11LV0,4EGT0,4EGT0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"906","8EGQ0,11LV0,4EGX0,4EGX0,12JN0,7EGR0,12IX0,14EIQ0,13BZ1,2EGS0,7EGR0,6EGQ0,13CE1,4EGX0"
"907","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGX1,1BD1,14EIQ0,13CK0,3QU1,4EGX0,1CI1,1DG0,8EGN1,7EGX1,3ACY1,3AIM1,6EGS1"
"908","8EGN0,11LV0,4EGU0,4EGU0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI1,3NS1,7EGU0,3DRX0"
"909","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGP1,1BD1,14EIQ0,13CK0,3QU1,4EGX0,1CI0"
"910","8EGQ0,11LV0,4EGX0,4EGX0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI0,6EGM0,1BZ1,1CE1"
"911","8EGQ0,11LV0,4EGX0,4EGX0,12JN0,7EGP1,1BD1,14EIQ0,13CK0,3QU1,4EGX0,1CI1,1DG0,8EGQ0,7EGP0"
"912","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGW1,1BD1,14EIQ0,13CK0,3QU1,4EHJ1,1DG0,13BW1,6EGS1,7EGW0"
"913","8EGN0,11LV0,4EGV0,4EGV1,1BD1,7EGY1,1CG1,13BW1,12HK0,2EGQ0,3ACO1,3APS1,6EGQ0,3ATX1,7EGY0,3DKR0,8EGN0"
"914","8EGM1,7EGT0,11LR0,4EGU1,1BR1,7EGT1,1DY0,12HV0,14EIQ1,4EGU0,14EIQ0,3ANY1,13CI0,8EGM0,13BT1,2EGQ0,1CO0,3APW1,3BFM1,3BIW1,9EGQ0,13BW1,1BT1,3BKV1,3CDO1,3CQV0,4EGU0,3CHY0,3CFS0"
"915","8EGM1,7EGP0,11LR0,4EGX1,1BR1,7EGP1,1DY0,12HV0,14EIQ1,4EGX0,14EIQ0,3ANY1,13CI0,8EGM0,13BT0,2EGS0,7EGP0,4EGX0"
"916","8EGM1,7EGN0,11LR0,4EGX1,1BR1,7EGN1,1DY0,12HV0,14EIQ1,4EGX0,14EIQ0,3ANY1,13CI1,4EGX0,2EGQ1,13ET0,13CK1,3DFL0,3CLP0,3CEV0,3CDT1"
"917","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGQ1,1BD1,14EIQ0,13CK1,1CQ0,6EGQ0,4EGX0,7EGQ0,1BF1,3DNS0"
"918","8EGM1,7EGQ1,4EGX0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX0,4EGX1,1CG1,3APR0,2EGQ1,3ANW0,1DU0,2EGQ0,3NX1,3AHQ1,3AJY1,1CZ1,3ALT1,13DO0"
"919","8EGN0,11LV0,4EGY0,4EGY1,1BD1,7EGW0,7EGW1,2EGQ0,3DKS0,12IZ0,3CRU0,3CQX0,11LQ0,1CM0,1BP1,12GR0,3BQV0"
"920","8EGQ0,11LV0,4EGV0,4EGV1,1BD1,7EGQ1,1CG1,13BW1,12HK0,2EGN1,10EGN1,6EGM1,11HR0,3AHK0,3ACK0"
"921","8EGM1,7EGT0,11LR0,4EHJ1,1BR1,7EGT1,1DY0,12HV0,14EIQ1,4EHJ0,14EIQ0,3ANY0,2EGQ0,3AFI0,3ACR1,3ADQ1,7EGT0"
"922","8EGM1,7EGQ1,4EGV1,11LR1,1FN0"
"923","8EGP0,11LV0,4EHJ0,4EHJ0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"924","8EGM1,7EGW1,4EGW1,11LR0,12HV1,14EIQ1,1BC1,1EF0,4EGW1"
"925","8EGR1,7EGW1,4EGX0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ0,14EIQ1,4EGX0,7EGW1,3BDI1,2EGT1,7EGW1"
"926","8EGP0,11LV0,4EGV0,4EGV1,1BD0,12IO0,13FS0,6EGQ0,3DIO0,3UW1,1AZ0"
"927","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"928","8EGM1,7EGN0,11LR0,4EGV1,1BR1,7EGN1,1DY0,12HV0,14EIQ1,4EGV0,14EIQ0,3ANY1,13CI0,8EGM0,13BT1,2EGQ0,1CO1,1DQ0,11HL0,4EGV0,3BDM1,2EGQ0,7EGN0,14EIQ0,3CWX1,3DHT1,3DRZ0,1CQ1,3DNO1"
"929","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGT0,12IX0,14EIQ0,13BZ0,3MO1,6EGR0,1DI1,3NS1,7EGT0,3DRX0"
"930","8EGM1,7EGQ1,4EGX0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ0,14EIQ1,4EGX0,7EGQ0,3BGN1,2EGR1,13CJ0"
"931","8EGM1,7EGP0,11LR1,1DU0"
"932","8EGM1,7EGY1,4EHJ0,11LR0,12HX0,13BN1,1BF0,7EGY0,14EGX0,2EGQ0,8EGM0,4EHJ1,13CK1,3BGY0,3BES0"
"933","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGT0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI0,6EGM0,1BZ1,1CE1"
"934","8EGP0,11LV0,4EGU0,4EGU0,12JN0,7EHI1,1BD1,14EIQ0,13CK0,3QU1,4EGU1,1DG0,13BW1,6EGQ0,12HI0,1CG0,8EGP0,7EHI0"
"935","8EGM1,7EGT0,11LR0,4EGX1,1BR1,7EGT1,1DY0,12HV0,14EIQ1,4EGX0,14EIQ0,3ANY1,13CI0,8EGM0,13BT1,2EGQ0,1CO1,1DQ0,11HL1,11LN0"
"936","8EGM1,7EGW1,4EHJ0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX0,4EHJ1,1CG0,3AEK1,1BH1,3ALQ1,7EGW1,1BL1"
"937","8EGM1,7EGW1,4EGY1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGW0,4EGY0,14EIQ1,3ANV1,3DWZ0,3BEX1,1BT1,13CW0,2EGQ1,4EGY1,3BNP0,3BLN1"
"938","8EGM1,7EGS0,11LR0,4EGR0,7EGS0,13CT0"
"939","8EGR1,7EGZ1,4EGU0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX0,4EGU1,1CG0,3AEK0,11HL0,1BP0,7EGZ1,1BJ1"
"940","8EGQ0,11LV0,4EGX0,4EGX0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGS0,1DI0,6EGS0,1BZ1,1CE1"
"941","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGP1,1BD0,6EGM0,4EGX0,6EGM0,6EGM1,7EGP0"
"942","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGP1,1BD1,14EHS1,3DER0,9EGQ0"
"943","8EGM1,7EGW1,4EGY1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGW0,4EGY0,14EIQ1,3ANV1,3DWZ0,3BEX0,11JX0,4EGY1,2EGO1,3AOQ1"
"944","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGY0,12IX0,14EIQ0,13BZ0,3MO1,6EGR0,1DI0,6EGR1,3DNZ0"
"945","8EGM1,7EGU0,11LR0,4EHJ1,1BR0,14EIQ0,1AZ1,12HV0,2EGQ0,9EGQ1,3NY1,3AFU0,13DO0,7EGU0"
"946","8EGQ0,11LV0,4EGX0,4EGX0,12JN0,7EGT0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"947","8EGM1,7EGU0,11LR0,4EGX1,1BR1,7EGU0,14EIS0,12HU0,4EGX0,2EGQ1,14EIS0"
"948","8EGM1,7EGQ1,4EGX0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ0,14EIQ1,4EGX0,7EGQ0,3BGN1,2EGQ0,3DIM1,1BO1,1BT1,3DKY1,3DNX1,1CE1,1CQ0"
"949","8EGR1,7EGN0,11LR0,4EGM0,7EGN0,13CT0"
"950","8EGN0,11LV0,4EGY0,4EGY1,1BD1,7EGY1,1CG1,13BW1,12HK0,2EGR1,10EGN1,6EGP0"
"951","8EGN0,11LV0,4EGU0,4EGU0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"952","8EGP0,11LV0,4EGT0,4EGT0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"953","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGY0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"954","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"955","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGU0,12IX0,14EIQ0,13BZ1,2EGQ0,7EGU0,6EGQ0,13CE1,4EGX0"
"956","8EGQ0,11LV0,4EGX0,4EGX0,12JN0,7EGV0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI0,6EGM0,1BZ0"
"957","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI1,3NS1,7EGU0,3DRX0"
"958","8EGP0,11LV0,4EHJ0,4EHJ0,12JN0,7EGT0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"959","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI0,6EGM0,1BZ1,1CE1"
"960","8EGM1,7EGQ1,4EGV1,11LR1,1FN0"
"961","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGZ1,1BD0,6EGQ0,4EHJ0,6EGQ0,6EGQ0"
"962","8EGQ0,11LV0,4EHI1,1BJ0,14EIQ0,3AFS1"
"963","8EGM1,7EGU0,11LR0,4EHJ1,1BR0,14EIQ0,1AZ0,4EHJ0,13EI0,14EIQ0,9EGQ0,3QW1,13CD0,2EGQ0,3BCP1"
"964","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGY0,12IX0,14EIQ0,13BZ1,2EGQ0,7EGY1,1CO0,4EHJ0,3BPZ0"
"965","8EGM1,7EGW1,4EGV1,11LR0,12HV1,14EIQ1,1BC1,1EF0,4EGV1"
"966","8EGM1,7EGT0,11LR0,4EGX1,1BR1,7EGT1,1DY0,12HV0,14EIQ1,4EGX0,14EIQ0,3ANY1,13CI0,8EGM0,13BT1,2EGQ0,1CO1,1DQ1,3CUY0,3BLS0,3BCF0"
"967","8EGM1,7EGY1,4EGV1,11LR0,12HV0,14EGO1,1BJ1,1EH0,11LN0,12HM0,7EGY0,4EGV0,14EGO1,3ANV1,3DWZ0,3BEX1,1BT1,13CW0,2EGS0,1CT1,3CGQ1"
"968","8EGM1,7EGN0,11LR1,1DU0"
"969","8EGM1,7EGY1,4EHJ0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX0,4EHJ1,1CG1,3APR0,2EGS0,3VW1,3ACI0,1DJ0"
"970","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGP1,1BD1,14EHO1,3DER0,9EGQ0"
"971","8EGM1,7EGY1,4EGV1,11LR0,12HV0,14EIQ1,1BJ0,1AV1,8EGM0,4EGV1,3DNT0,2EGQ0,7EGY0,3DHY0,3CTU0,3BGV0,3AGW0,7EGY0"
"972","8EGM1,7EHI0,11LR0,4EGO1,1BR0,14EIQ0,1AZ1,12HV0,2EGS0,9EGQ1,3NY1,3AFU1,3AGJ1,14EIQ1,3DGV0,3CDY0,7EHI0,3AHR1,1BJ0,2EGS0"
"973","8EGN0,11LV0,4EGU0,4EGU0,12JN0,7EGP1,1BD1,14EIQ0,13CK0,3QU1,4EGU1,1DG0,13BW1,6EGM0,12HI0,1CG0,8EGN0,7EGP1,3ARZ1,3ASW1,9EGQ1,10EGM0"
"974","8EGM1,7EGW1,4EGY1,11LR0,12HV1,14EIQ1,1BC1,1EF0,4EGY1"
"975","8EGM1,7EGP0,11LR0,4EGX1,1BR1,7EGP1,1DY0,12HV0,14EIQ1,4EGX0,14EIQ0,3ANY1,13CI1,4EGX0,2EGQ1,13ET0,13CK1,3DFL0,3CLP0,3CEV0,3CDT0,13CO1,7EGP0,13DY0,1BU1,1BX1,1CJ1,3BVY1"
"976","8EGM1,7EGQ1,4EGX0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ0,14EIQ1,4EGX0,7EGQ0,3BGN1,2EGS0,3DIM0,3CWZ1"
"977","8EGM1,7EGT0,11LR0,4EGX1,1BR1,7EGT1,1DY0,12HV0,14EIQ1,4EGX0,14EIQ0,3ANY1,13CI0,8EGM0,13BT1,2EGQ0,1CO1,1DQ1,3CUY0,3BLS0,3BCF0"
"978","8EGM1,7EGU0,11LR0,4EGX1,1BR1,7EGU0,14EHU0,12HU0,4EGX0,2EGQ1,14EHU0"
"979","8EGQ0,11LV0,4EGT0,4EGT0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGR0,1DI0,6EGR1,3DNZ0"
"980","8EGM1,7EGY1,4EHJ0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ0,14EIQ1,4EHJ1,13DY1"
"981","8EGP0,11LV0,4EHJ0,4EHJ0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"982","8EGM1,7EGW1,4EHI1,11LR0,12HV1,14EIQ1,1BC1,1EF0,4EHI1"
"983","8EGM1,7EHI0,11LR0,4EGO1,1BR0,14EIQ0,1AZ1,12HV0,2EGQ0,9EGQ1,3NY1,3AFU0,13DO0,7EHI0"
"984","8EGM1,7EGQ1,4EGV1,11LR0,12HV0,14EIQ1,1BJ0,1AV1,8EGM0,4EGV1,3DNT0,2EGQ0,7EGQ1,1BH0,3CHT0,3BOQ1"
"985","8EGN0,11LV0,4EGT0,4EGT0,12JN0,7EGZ1,1BD1,14EIQ0,13CK1,1CQ0,6EGM0,4EGT0,7EGZ1,1CH0,1BL1"
"986","8EGP0,11LV0,4EGV0,4EGV1,1BD0,12IO0,13FS0,6EGQ0,3DIO0,3UW0,3TV0"
"987","8EGM1,7EGP0,11LR0,4EGX1,1BR1,7EGP1,1DY0,12HV1,12IL0,3ACF1"
"988","8EGM1,7EGP0,11LR0,4EGX1,1BR1,7EGP1,1DY0,12HV0,14EIQ1,4EGX0,14EIQ0,3ANY1,13CI1,4EGX0,2EGQ1,13ET0,13CK1,3DFL0,3CLP1,13DP0,7EGP1"
"989","8EGR1,7EGW1,4EGW1,11LR0,12HV1,14EIQ1,1BC1,1EF0,4EGW1"
"990","8EGP0,11LV0,4EGN0,4EGN0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"991","8EGP0,11LV0,4EHJ0,4EHJ0,12JN0,7EGP1,1BD0,6EGQ0,4EHJ0,6EGQ0,6EGQ0"
"992","8EGN0,11LV0,4EGV0,4EGV1,1BD0,12IO0,13FS0,6EGQ0,3DIO0,3UW1,1AZ0"
"993","8EGP0,11LV0,4EGV0,4EGV1,1BD0,12IO0,13FS0,6EGQ0,3DIO0,3UW1,1AZ0"
"994","8EGM1,7EGP0,11LR0,4EGX1,1BR1,7EGP1,1DY0,12HV0,14EIQ1,4EGX0,14EIQ0,3ANY0,2EGQ0,3AFI0,3ACR0,13CW0,8EGM1,4EGX0,1DE0,1CO1"
"995","8EGR1,7EGW1,4EGU0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ0,14EIQ1,4EGU1,13DY0,3CUZ0,2EGT1,9EGQ1,7EGW0,13DE0,13CI0,7EGW1,8EGR1"
"996","8EGQ0,11LV0,4EGV0,4EGV1,1BD1,7EGW0,7EGW1,2EGQ0,3DKS0,12IZ0,3CRU0,3CQX0,11LQ0,1CM0,1BP1,12GR0,3BQV0"
